Tahun,Komoditas,Kecamatan,Produksi (Ton),Jenis Komoditas,Kode,Luas Panen (Ha),No Kecamatan,Nomor,Rata-Rata Produksi (Ton/Ha)
2018,Padi Sawah,Ajibarang,17184.53,Tanaman Pangan,330214,2893,14,1,5.940038023
2018,Padi Sawah,Banyumas,6938.16,Tanaman Pangan,330211,1164,11,2,5.960618557
2018,Padi Sawah,Baturraden,11662.85,Tanaman Pangan,330222,2317,22,3,5.033599482
2018,Padi Sawah,Cilongok,28627.2,Tanaman Pangan,330217,4957,17,4,5.775105911
2018,Padi Sawah,Gumelar,11830.6,Tanaman Pangan,330215,2177,15,5,5.434359210
2018,Padi Sawah,Jatilawang,21975.66,Tanaman Pangan,330203,3298,3,6,6.663329290
2018,Padi Sawah,Kalibagor,12708.8,Tanaman Pangan,330210,1999,10,7,6.357578789
2018,Padi Sawah,Karanglewas,17713.7,Tanaman Pangan,330218,2970,18,8,5.964208754
2018,Padi Sawah,Kebasen,12315.96,Tanaman Pangan,330205,1989,5,9,6.192036199
2018,Padi Sawah,Kedungbanteng,17439.97,Tanaman Pangan,330223,3771,23,10,4.624760011
2018,Padi Sawah,Kembaran,19786.21,Tanaman Pangan,330220,3455,20,11,5.726833575
2018,Padi Sawah,Kemranjen,23626.6,Tanaman Pangan,330206,3764,6,12,6.276992561
2018,Padi Sawah,Lumbir,11821.18,Tanaman Pangan,330201,2089.4,1,13,5.657691203
2018,Padi Sawah,Patikraja,17676.3,Tanaman Pangan,330212,3074,12,14,5.750260247
2018,Padi Sawah,Pekuncen,22017.3,Tanaman Pangan,330216,4237,16,15,5.196436158
2018,Padi Sawah,Purwojati,13216.18,Tanaman Pangan,330213,2220,13,16,5.953234234
2018,Padi Sawah,Purwokerto Barat,2492.36,Tanaman Pangan,330225,440,25,17,5.664454545
2018,Padi Sawah,Purwokerto Selatan,2321.4,Tanaman Pangan,330224,438,24,18,5.3
2018,Padi Sawah,Purwokerto Timur,1238.03,Tanaman Pangan,330226,218.4,26,19,5.668635531
2018,Padi Sawah,Purwokerto Utara,3980.4,Tanaman Pangan,330227,682,27,20,5.836363636
2018,Padi Sawah,Rawalo,18031.6,Tanaman Pangan,330204,2770,4,21,6.509602888
2018,Padi Sawah,Sokaraja,19972.3,Tanaman Pangan,330219,3214,19,22,6.214156814
2018,Padi Sawah,Somagede,6896.6,Tanaman Pangan,330209,1106,9,23,6.235623870
2018,Padi Sawah,Sumbang,26511.9,Tanaman Pangan,330221,4972,21,24,5.332240547
2018,Padi Sawah,Sumpiuh,17700.2,Tanaman Pangan,330207,3242,7,25,5.459654534
2018,Padi Sawah,Tambak,22340.5,Tanaman Pangan,330208,3437,8,26,6.5
2018,Padi Sawah,Wangon,18044.4,Tanaman Pangan,330202,3080,2,27,5.858571429
2018,Padi Ladang,Ajibarang,30.86,Tanaman Pangan,330214,9,14,28,3.428888889
2018,Padi Ladang,Banyumas,92.12,Tanaman Pangan,330211,25,11,29,3.6848
2018,Padi Ladang,Baturraden,0,Tanaman Pangan,330222,0,22,30,0
2018,Padi Ladang,Cilongok,217.5,Tanaman Pangan,330217,50,17,31,4.35
2018,Padi Ladang,Gumelar,150.2,Tanaman Pangan,330215,38,15,32,3.952631579
2018,Padi Ladang,Jatilawang,803.67,Tanaman Pangan,330203,236,3,33,3.405381356
2018,Padi Ladang,Kalibagor,399,Tanaman Pangan,330210,133,10,34,3
2018,Padi Ladang,Karanglewas,15.5,Tanaman Pangan,330218,5,18,35,3.1
2018,Padi Ladang,Kebasen,178.38,Tanaman Pangan,330205,41,5,36,4.350731707
2018,Padi Ladang,Kedungbanteng,0,Tanaman Pangan,330223,0,23,37,0
2018,Padi Ladang,Kembaran,0,Tanaman Pangan,330220,0,20,38,0
2018,Padi Ladang,Kemranjen,0,Tanaman Pangan,330206,0,6,39,0
2018,Padi Ladang,Lumbir,21.7,Tanaman Pangan,330201,7,1,40,3.1
2018,Padi Ladang,Patikraja,202,Tanaman Pangan,330212,75,12,41,2.693333333
2018,Padi Ladang,Pekuncen,0,Tanaman Pangan,330216,0,16,42,0
2018,Padi Ladang,Purwojati,633.7,Tanaman Pangan,330213,145,13,43,4.370344828
2018,Padi Ladang,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,44,0
2018,Padi Ladang,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,45,0
2018,Padi Ladang,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,46,0
2018,Padi Ladang,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,47,0
2018,Padi Ladang,Rawalo,13.8,Tanaman Pangan,330204,3,4,48,4.6
2018,Padi Ladang,Sokaraja,41.6,Tanaman Pangan,330219,10,19,49,4.16
2018,Padi Ladang,Somagede,124.5,Tanaman Pangan,330209,35,9,50,3.557142857
2018,Padi Ladang,Sumbang,0,Tanaman Pangan,330221,0,21,51,0
2018,Padi Ladang,Sumpiuh,0,Tanaman Pangan,330207,0,7,52,0
2018,Padi Ladang,Tambak,0,Tanaman Pangan,330208,0,8,53,0
2018,Padi Ladang,Wangon,58.4,Tanaman Pangan,330202,24,2,54,2.433333333
2018,Jagung,Ajibarang,369.59,Tanaman Pangan,330214,63,14,55,5.866507937
2018,Jagung,Banyumas,159.15,Tanaman Pangan,330211,39.5,11,56,4.029113924
2018,Jagung,Baturraden,423,Tanaman Pangan,330222,94,22,57,4.5
2018,Jagung,Cilongok,304.44,Tanaman Pangan,330217,55,17,58,5.535272727
2018,Jagung,Gumelar,1003,Tanaman Pangan,330215,148,15,59,6.777027027
2018,Jagung,Jatilawang,526.45,Tanaman Pangan,330203,117,3,60,4.499572650
2018,Jagung,Kalibagor,1280.5,Tanaman Pangan,330210,197,10,61,6.5
2018,Jagung,Karanglewas,247.5,Tanaman Pangan,330218,43,18,62,5.755813953
2018,Jagung,Kebasen,287,Tanaman Pangan,330205,82,5,63,3.5
2018,Jagung,Kedungbanteng,349,Tanaman Pangan,330223,46,23,64,7.586956522
2018,Jagung,Kembaran,7327.21,Tanaman Pangan,330220,963,20,65,7.608733126
2018,Jagung,Kemranjen,42.8,Tanaman Pangan,330206,6,6,66,7.133333333
2018,Jagung,Lumbir,178.1,Tanaman Pangan,330201,42,1,67,4.240476190
2018,Jagung,Patikraja,43.4,Tanaman Pangan,330212,8,12,68,5.425
2018,Jagung,Pekuncen,160.4,Tanaman Pangan,330216,25,16,69,6.416
2018,Jagung,Purwojati,1164.4,Tanaman Pangan,330213,184,13,70,6.328260870
2018,Jagung,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,71,0
2018,Jagung,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,72,0
2018,Jagung,Purwokerto Timur,172.8,Tanaman Pangan,330226,36,26,73,4.8
2018,Jagung,Purwokerto Utara,336,Tanaman Pangan,330227,56,27,74,6
2018,Jagung,Rawalo,621.8,Tanaman Pangan,330204,116,4,75,5.360344828
2018,Jagung,Sokaraja,189.1,Tanaman Pangan,330219,36,19,76,5.252777778
2018,Jagung,Somagede,110,Tanaman Pangan,330209,20,9,77,5.5
2018,Jagung,Sumbang,9907.2,Tanaman Pangan,330221,1493,21,78,6.635766912
2018,Jagung,Sumpiuh,0,Tanaman Pangan,330207,0,7,79,0
2018,Jagung,Tambak,0,Tanaman Pangan,330208,0,8,80,0
2018,Jagung,Wangon,194.6,Tanaman Pangan,330202,39,2,81,4.989743590
2018,Ubi Kayu,Ajibarang,665.17,Tanaman Pangan,330214,30,14,82,22.172333333
2018,Ubi Kayu,Banyumas,35.55,Tanaman Pangan,330211,21,11,83,1.692857143
2018,Ubi Kayu,Baturraden,42,Tanaman Pangan,330222,6,22,84,7
2018,Ubi Kayu,Cilongok,7212.28,Tanaman Pangan,330217,268,17,85,26.911492537
2018,Ubi Kayu,Gumelar,3329,Tanaman Pangan,330215,143,15,86,23.279720280
2018,Ubi Kayu,Jatilawang,2812.5,Tanaman Pangan,330203,120,3,87,23.4375
2018,Ubi Kayu,Kalibagor,8720,Tanaman Pangan,330210,436,10,88,20
2018,Ubi Kayu,Karanglewas,448,Tanaman Pangan,330218,28,18,89,16
2018,Ubi Kayu,Kebasen,1322,Tanaman Pangan,330205,75,5,90,17.626666667
2018,Ubi Kayu,Kedungbanteng,456,Tanaman Pangan,330223,40,23,91,11.4
2018,Ubi Kayu,Kembaran,64.25,Tanaman Pangan,330220,3,20,92,21.416666667
2018,Ubi Kayu,Kemranjen,176,Tanaman Pangan,330206,10,6,93,17.6
2018,Ubi Kayu,Lumbir,2658.1,Tanaman Pangan,330201,173,1,94,15.364739884
2018,Ubi Kayu,Patikraja,768,Tanaman Pangan,330212,33,12,95,23.272727273
2018,Ubi Kayu,Pekuncen,265,Tanaman Pangan,330216,14,16,96,18.928571429
2018,Ubi Kayu,Purwojati,826,Tanaman Pangan,330213,73,13,97,11.315068493
2018,Ubi Kayu,Purwokerto Barat,8.1,Tanaman Pangan,330225,7,25,98,1.157142857
2018,Ubi Kayu,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,99,0
2018,Ubi Kayu,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,100,0
2018,Ubi Kayu,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,101,0
2018,Ubi Kayu,Rawalo,0,Tanaman Pangan,330204,0,4,102,0
2018,Ubi Kayu,Sokaraja,2092,Tanaman Pangan,330219,80,19,103,26.15
2018,Ubi Kayu,Somagede,0,Tanaman Pangan,330209,0,9,104,0
2018,Ubi Kayu,Sumbang,195,Tanaman Pangan,330221,15,21,105,13
2018,Ubi Kayu,Sumpiuh,297.5,Tanaman Pangan,330207,14,7,106,21.25
2018,Ubi Kayu,Tambak,218.5,Tanaman Pangan,330208,32,8,107,6.828125
2018,Ubi Kayu,Wangon,2964,Tanaman Pangan,330202,90,2,108,32.933333333
2018,Ubi Jalar,Ajibarang,179.21,Tanaman Pangan,330214,14,14,109,12.800714286
2018,Ubi Jalar,Banyumas,0,Tanaman Pangan,330211,0,11,110,0
2018,Ubi Jalar,Baturraden,10.5,Tanaman Pangan,330222,3,22,111,3.5
2018,Ubi Jalar,Cilongok,842.83,Tanaman Pangan,330217,38,17,112,22.179736842
2018,Ubi Jalar,Gumelar,16,Tanaman Pangan,330215,1,15,113,16
2018,Ubi Jalar,Jatilawang,0,Tanaman Pangan,330203,0,3,114,0
2018,Ubi Jalar,Kalibagor,324,Tanaman Pangan,330210,18,10,115,18
2018,Ubi Jalar,Karanglewas,0,Tanaman Pangan,330218,0,18,116,0
2018,Ubi Jalar,Kebasen,0,Tanaman Pangan,330205,0,5,117,0
2018,Ubi Jalar,Kedungbanteng,0,Tanaman Pangan,330223,0,23,118,0
2018,Ubi Jalar,Kembaran,9.46,Tanaman Pangan,330220,7,20,119,1.351428571
2018,Ubi Jalar,Kemranjen,28,Tanaman Pangan,330206,2,6,120,14
2018,Ubi Jalar,Lumbir,0,Tanaman Pangan,330201,0,1,121,0
2018,Ubi Jalar,Patikraja,57,Tanaman Pangan,330212,3,12,122,19
2018,Ubi Jalar,Pekuncen,178,Tanaman Pangan,330216,14,16,123,12.714285714
2018,Ubi Jalar,Purwojati,33,Tanaman Pangan,330213,3,13,124,11
2018,Ubi Jalar,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,125,0
2018,Ubi Jalar,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,126,0
2018,Ubi Jalar,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,127,0
2018,Ubi Jalar,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,128,0
2018,Ubi Jalar,Rawalo,0,Tanaman Pangan,330204,0,4,129,0
2018,Ubi Jalar,Sokaraja,0,Tanaman Pangan,330219,0,19,130,0
2018,Ubi Jalar,Somagede,0,Tanaman Pangan,330209,0,9,131,0
2018,Ubi Jalar,Sumbang,0,Tanaman Pangan,330221,0,21,132,0
2018,Ubi Jalar,Sumpiuh,185,Tanaman Pangan,330207,11,7,133,16.818181818
2018,Ubi Jalar,Tambak,57,Tanaman Pangan,330208,3,8,134,19
2018,Ubi Jalar,Wangon,0,Tanaman Pangan,330202,0,2,135,0
2018,Kedelai,Ajibarang,238.32,Tanaman Pangan,330214,140,14,136,1.702285714
2018,Kedelai,Banyumas,238.04,Tanaman Pangan,330211,135,11,137,1.763259259
2018,Kedelai,Baturraden,0,Tanaman Pangan,330222,0,22,138,0
2018,Kedelai,Cilongok,79.65,Tanaman Pangan,330217,69,17,139,1.154347826
2018,Kedelai,Gumelar,353,Tanaman Pangan,330215,311,15,140,1.135048232
2018,Kedelai,Jatilawang,556.76,Tanaman Pangan,330203,476,3,141,1.169663866
2018,Kedelai,Kalibagor,107.8,Tanaman Pangan,330210,89,10,142,1.211235955
2018,Kedelai,Karanglewas,23.5,Tanaman Pangan,330218,25,18,143,0.94
2018,Kedelai,Kebasen,711.05,Tanaman Pangan,330205,447,5,144,1.590715884
2018,Kedelai,Kedungbanteng,2.86,Tanaman Pangan,330223,10,23,145,0.286
2018,Kedelai,Kembaran,55.16,Tanaman Pangan,330220,41,20,146,1.345365854
2018,Kedelai,Kemranjen,0,Tanaman Pangan,330206,0,6,147,0
2018,Kedelai,Lumbir,278.8,Tanaman Pangan,330201,240,1,148,1.161666667
2018,Kedelai,Patikraja,65.8,Tanaman Pangan,330212,47,12,149,1.4
2018,Kedelai,Pekuncen,0,Tanaman Pangan,330216,0,16,150,0
2018,Kedelai,Purwojati,249.3,Tanaman Pangan,330213,207,13,151,1.204347826
2018,Kedelai,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,152,0
2018,Kedelai,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,153,0
2018,Kedelai,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,154,0
2018,Kedelai,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,155,0
2018,Kedelai,Rawalo,31.2,Tanaman Pangan,330204,26,4,156,1.2
2018,Kedelai,Sokaraja,8.4,Tanaman Pangan,330219,7,19,157,1.2
2018,Kedelai,Somagede,37.5,Tanaman Pangan,330209,25,9,158,1.5
2018,Kedelai,Sumbang,0,Tanaman Pangan,330221,0,21,159,0
2018,Kedelai,Sumpiuh,35,Tanaman Pangan,330207,30,7,160,1.166666667
2018,Kedelai,Tambak,211.2,Tanaman Pangan,330208,132,8,161,1.6
2018,Kedelai,Wangon,143.6,Tanaman Pangan,330202,91,2,162,1.578021978
2018,Kacang Hijau,Ajibarang,0,Tanaman Pangan,330214,0,14,163,0
2018,Kacang Hijau,Banyumas,227,Tanaman Pangan,330211,44,11,164,5.159090909
2018,Kacang Hijau,Baturraden,0,Tanaman Pangan,330222,0,22,165,0
2018,Kacang Hijau,Cilongok,0,Tanaman Pangan,330217,0,17,166,0
2018,Kacang Hijau,Gumelar,2.7,Tanaman Pangan,330215,5,15,167,0.54
2018,Kacang Hijau,Jatilawang,354.02,Tanaman Pangan,330203,573,3,168,0.617835951
2018,Kacang Hijau,Kalibagor,0,Tanaman Pangan,330210,0,10,169,0
2018,Kacang Hijau,Karanglewas,0,Tanaman Pangan,330218,0,18,170,0
2018,Kacang Hijau,Kebasen,63.46,Tanaman Pangan,330205,66,5,171,0.961515152
2018,Kacang Hijau,Kedungbanteng,0,Tanaman Pangan,330223,0,23,172,0
2018,Kacang Hijau,Kembaran,34.58,Tanaman Pangan,330220,40,20,173,0.8645
2018,Kacang Hijau,Kemranjen,0,Tanaman Pangan,330206,0,6,174,0
2018,Kacang Hijau,Lumbir,2.8,Tanaman Pangan,330201,5,1,175,0.56
2018,Kacang Hijau,Patikraja,3.5,Tanaman Pangan,330212,4,12,176,0.875
2018,Kacang Hijau,Pekuncen,0,Tanaman Pangan,330216,0,16,177,0
2018,Kacang Hijau,Purwojati,83.3,Tanaman Pangan,330213,78,13,178,1.067948718
2018,Kacang Hijau,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,179,0
2018,Kacang Hijau,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,180,0
2018,Kacang Hijau,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,181,0
2018,Kacang Hijau,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,182,0
2018,Kacang Hijau,Rawalo,211.57,Tanaman Pangan,330204,295.5,4,183,0.715972927
2018,Kacang Hijau,Sokaraja,17.6,Tanaman Pangan,330219,15,19,184,1.173333333
2018,Kacang Hijau,Somagede,3,Tanaman Pangan,330209,30,9,185,0.1
2018,Kacang Hijau,Sumbang,0,Tanaman Pangan,330221,0,21,186,0
2018,Kacang Hijau,Sumpiuh,0,Tanaman Pangan,330207,0,7,187,0
2018,Kacang Hijau,Tambak,77.6,Tanaman Pangan,330208,97,8,188,0.8
2018,Kacang Hijau,Wangon,0,Tanaman Pangan,330202,0,2,189,0
2018,Kacang Tanah,Ajibarang,67.01,Tanaman Pangan,330214,31,14,190,2.161612903
2018,Kacang Tanah,Banyumas,34.61,Tanaman Pangan,330211,23,11,191,1.504782609
2018,Kacang Tanah,Baturraden,0,Tanaman Pangan,330222,0,22,192,0
2018,Kacang Tanah,Cilongok,42.9,Tanaman Pangan,330217,17,17,193,2.523529412
2018,Kacang Tanah,Gumelar,16,Tanaman Pangan,330215,8,15,194,2
2018,Kacang Tanah,Jatilawang,199.56,Tanaman Pangan,330203,93,3,195,2.145806452
2018,Kacang Tanah,Kalibagor,1136.7,Tanaman Pangan,330210,421,10,196,2.7
2018,Kacang Tanah,Karanglewas,44.4,Tanaman Pangan,330218,22,18,197,2.018181818
2018,Kacang Tanah,Kebasen,205,Tanaman Pangan,330205,93,5,198,2.204301075
2018,Kacang Tanah,Kedungbanteng,0,Tanaman Pangan,330223,0,23,199,0
2018,Kacang Tanah,Kembaran,459.93,Tanaman Pangan,330220,203,20,200,2.265665025
2018,Kacang Tanah,Kemranjen,0,Tanaman Pangan,330206,0,6,201,0
2018,Kacang Tanah,Lumbir,133.47,Tanaman Pangan,330201,79,1,202,1.689493671
2018,Kacang Tanah,Patikraja,0,Tanaman Pangan,330212,0,12,203,0
2018,Kacang Tanah,Pekuncen,15.1,Tanaman Pangan,330216,8,16,204,1.8875
2018,Kacang Tanah,Purwojati,83.4,Tanaman Pangan,330213,43,13,205,1.939534884
2018,Kacang Tanah,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,206,0
2018,Kacang Tanah,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,207,0
2018,Kacang Tanah,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,208,0
2018,Kacang Tanah,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,209,0
2018,Kacang Tanah,Rawalo,0,Tanaman Pangan,330204,0,4,210,0
2018,Kacang Tanah,Sokaraja,397.4,Tanaman Pangan,330219,178,19,211,2.232584270
2018,Kacang Tanah,Somagede,12,Tanaman Pangan,330209,5,9,212,2.4
2018,Kacang Tanah,Sumbang,0,Tanaman Pangan,330221,0,21,213,0
2018,Kacang Tanah,Sumpiuh,0,Tanaman Pangan,330207,0,7,214,0
2018,Kacang Tanah,Tambak,4,Tanaman Pangan,330208,2,8,215,2
2018,Kacang Tanah,Wangon,13,Tanaman Pangan,330202,6,2,216,2.166666667
2019,Padi Sawah,Ajibarang,15951.87,Tanaman Pangan,330214,2673,14,217,5.967777778
2019,Padi Sawah,Banyumas,6929.76,Tanaman Pangan,330211,1164,11,218,5.953402062
2019,Padi Sawah,Baturraden,11138.55,Tanaman Pangan,330222,2194,22,219,5.076823154
2019,Padi Sawah,Cilongok,16981.2,Tanaman Pangan,330217,2981,17,220,5.696477692
2019,Padi Sawah,Gumelar,4862.3,Tanaman Pangan,330215,954,15,221,5.096750524
2019,Padi Sawah,Jatilawang,21993.27,Tanaman Pangan,330203,3270,3,222,6.725770642
2019,Padi Sawah,Kalibagor,10523.15,Tanaman Pangan,330210,1748,10,223,6.020108696
2019,Padi Sawah,Karanglewas,17769.4,Tanaman Pangan,330218,3400,18,224,5.226294118
2019,Padi Sawah,Kebasen,12298.36,Tanaman Pangan,330205,1984,5,225,6.198770161
2019,Padi Sawah,Kedungbanteng,17439.97,Tanaman Pangan,330223,3771,23,226,4.624760011
2019,Padi Sawah,Kembaran,18213.16,Tanaman Pangan,330220,3137,20,227,5.805916481
2019,Padi Sawah,Kemranjen,20245.6,Tanaman Pangan,330206,3216,6,228,6.295273632
2019,Padi Sawah,Lumbir,11207.58,Tanaman Pangan,330201,1981.4,1,229,5.656394469
2019,Padi Sawah,Patikraja,17824,Tanaman Pangan,330212,3110,12,230,5.731189711
2019,Padi Sawah,Pekuncen,20076.5,Tanaman Pangan,330216,3717,16,231,5.401264461
2019,Padi Sawah,Purwojati,10508.99,Tanaman Pangan,330213,1762,13,232,5.964239501
2019,Padi Sawah,Purwokerto Barat,2302.04,Tanaman Pangan,330225,403,25,233,5.712258065
2019,Padi Sawah,Purwokerto Selatan,231.6,Tanaman Pangan,330224,446,24,234,0.519282511
2019,Padi Sawah,Purwokerto Timur,1313.52,Tanaman Pangan,330226,244,26,235,5.383278689
2019,Padi Sawah,Purwokerto Utara,2968.2,Tanaman Pangan,330227,527,27,236,5.632258065
2019,Padi Sawah,Rawalo,17238.7,Tanaman Pangan,330204,2732,4,237,6.309919473
2019,Padi Sawah,Sokaraja,24400.25,Tanaman Pangan,330219,3900,19,238,6.256474359
2019,Padi Sawah,Somagede,6885.6,Tanaman Pangan,330209,1104,9,239,6.236956522
2019,Padi Sawah,Sumbang,25564.65,Tanaman Pangan,330221,4776,21,240,5.352732412
2019,Padi Sawah,Sumpiuh,13147.2,Tanaman Pangan,330207,2574,7,241,5.107692308
2019,Padi Sawah,Tambak,20090,Tanaman Pangan,330208,3300,8,242,6.087878788
2019,Padi Sawah,Wangon,16843.3,Tanaman Pangan,330202,2905,2,243,5.798037866
2019,Padi Ladang,Ajibarang,94.54,Tanaman Pangan,330214,27,14,244,3.501481481
2019,Padi Ladang,Banyumas,92.34,Tanaman Pangan,330211,25,11,245,3.6936
2019,Padi Ladang,Baturraden,0,Tanaman Pangan,330222,0,22,246,0
2019,Padi Ladang,Cilongok,0,Tanaman Pangan,330217,0,17,247,0
2019,Padi Ladang,Gumelar,132,Tanaman Pangan,330215,33,15,248,4
2019,Padi Ladang,Jatilawang,0,Tanaman Pangan,330203,0,3,249,0
2019,Padi Ladang,Kalibagor,496.5,Tanaman Pangan,330210,90,10,250,5.516666667
2019,Padi Ladang,Karanglewas,0,Tanaman Pangan,330218,0,18,251,0
2019,Padi Ladang,Kebasen,1680.35,Tanaman Pangan,330205,39,5,252,43.085897436
2019,Padi Ladang,Kedungbanteng,0,Tanaman Pangan,330223,0,23,253,0
2019,Padi Ladang,Kembaran,0,Tanaman Pangan,330220,0,20,254,0
2019,Padi Ladang,Kemranjen,0,Tanaman Pangan,330206,0,6,255,0
2019,Padi Ladang,Lumbir,190.6,Tanaman Pangan,330201,61,1,256,3.124590164
2019,Padi Ladang,Patikraja,203,Tanaman Pangan,330212,75,12,257,2.706666667
2019,Padi Ladang,Pekuncen,0,Tanaman Pangan,330216,0,16,258,0
2019,Padi Ladang,Purwojati,926.4,Tanaman Pangan,330213,210,13,259,4.411428571
2019,Padi Ladang,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,260,0
2019,Padi Ladang,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,261,0
2019,Padi Ladang,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,262,0
2019,Padi Ladang,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,263,0
2019,Padi Ladang,Rawalo,0,Tanaman Pangan,330204,0,4,264,0
2019,Padi Ladang,Sokaraja,0,Tanaman Pangan,330219,0,19,265,0
2019,Padi Ladang,Somagede,0,Tanaman Pangan,330209,0,9,266,0
2019,Padi Ladang,Sumbang,0,Tanaman Pangan,330221,0,21,267,0
2019,Padi Ladang,Sumpiuh,0,Tanaman Pangan,330207,0,7,268,0
2019,Padi Ladang,Tambak,0,Tanaman Pangan,330208,0,8,269,0
2019,Padi Ladang,Wangon,192.8,Tanaman Pangan,330202,79,2,270,2.440506329
2019,Jagung,Ajibarang,325.96,Tanaman Pangan,330214,60,14,271,5.432666667
2019,Jagung,Banyumas,161,Tanaman Pangan,330211,39.5,11,272,4.075949367
2019,Jagung,Baturraden,3420,Tanaman Pangan,330222,76,22,273,45
2019,Jagung,Cilongok,694.9,Tanaman Pangan,330217,116,17,274,5.990517241
2019,Jagung,Gumelar,2443,Tanaman Pangan,330215,362,15,275,6.748618785
2019,Jagung,Jatilawang,742.57,Tanaman Pangan,330203,150,3,276,4.950466667
2019,Jagung,Kalibagor,1028,Tanaman Pangan,330210,175,10,277,5.874285714
2019,Jagung,Karanglewas,440.5,Tanaman Pangan,330218,63,18,278,6.992063492
2019,Jagung,Kebasen,2652,Tanaman Pangan,330205,75,5,279,35.36
2019,Jagung,Kedungbanteng,349,Tanaman Pangan,330223,46,23,280,7.586956522
2019,Jagung,Kembaran,5968.19,Tanaman Pangan,330220,784,20,281,7.612487245
2019,Jagung,Kemranjen,35.6,Tanaman Pangan,330206,5,6,282,7.12
2019,Jagung,Lumbir,324.1,Tanaman Pangan,330201,76,1,283,4.264473684
2019,Jagung,Patikraja,320.6,Tanaman Pangan,330212,60,12,284,5.343333333
2019,Jagung,Pekuncen,58.5,Tanaman Pangan,330216,12,16,285,4.875
2019,Jagung,Purwojati,875.6,Tanaman Pangan,330213,137,13,286,6.391240876
2019,Jagung,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,287,0
2019,Jagung,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,288,0
2019,Jagung,Purwokerto Timur,100.45,Tanaman Pangan,330226,21,26,289,4.783333333
2019,Jagung,Purwokerto Utara,263.2,Tanaman Pangan,330227,49,27,290,5.371428571
2019,Jagung,Rawalo,358.66,Tanaman Pangan,330204,70.2,4,291,5.109116809
2019,Jagung,Sokaraja,627.7,Tanaman Pangan,330219,122,19,292,5.145081967
2019,Jagung,Somagede,149.5,Tanaman Pangan,330209,27,9,293,5.537037037
2019,Jagung,Sumbang,12334.2,Tanaman Pangan,330221,1895,21,294,6.508812665
2019,Jagung,Sumpiuh,0,Tanaman Pangan,330207,0,7,295,0
2019,Jagung,Tambak,0,Tanaman Pangan,330208,0,8,296,0
2019,Jagung,Wangon,379.1,Tanaman Pangan,330202,77,2,297,4.923376623
2019,Ubi Kayu,Ajibarang,1008.91,Tanaman Pangan,330214,49,14,298,20.59
2019,Ubi Kayu,Banyumas,355.2,Tanaman Pangan,330211,21,11,299,16.914285714
2019,Ubi Kayu,Baturraden,0,Tanaman Pangan,330222,0,22,300,0
2019,Ubi Kayu,Cilongok,9155.3,Tanaman Pangan,330217,356,17,301,25.717134831
2019,Ubi Kayu,Gumelar,1395,Tanaman Pangan,330215,64,15,302,21.796875
2019,Ubi Kayu,Jatilawang,0,Tanaman Pangan,330203,0,3,303,0
2019,Ubi Kayu,Kalibagor,779.1,Tanaman Pangan,330210,45,10,304,17.313333333
2019,Ubi Kayu,Karanglewas,816,Tanaman Pangan,330218,24,18,305,34
2019,Ubi Kayu,Kebasen,514.7,Tanaman Pangan,330205,2,5,306,257.35
2019,Ubi Kayu,Kedungbanteng,456,Tanaman Pangan,330223,40,23,307,11.4
2019,Ubi Kayu,Kembaran,0,Tanaman Pangan,330220,0,20,308,0
2019,Ubi Kayu,Kemranjen,0,Tanaman Pangan,330206,0,6,309,0
2019,Ubi Kayu,Lumbir,0,Tanaman Pangan,330201,0,1,310,0
2019,Ubi Kayu,Patikraja,0,Tanaman Pangan,330212,0,12,311,0
2019,Ubi Kayu,Pekuncen,466.5,Tanaman Pangan,330216,31,16,312,15.048387097
2019,Ubi Kayu,Purwojati,781,Tanaman Pangan,330213,68,13,313,11.485294118
